"Organization - ID","Organization - Name","Organization - Labels","Organization - Open deals","Organization - Activities to do","Organization - Industry","Organization - Odoo Status","Organization - Website ","Organization - Website","Organization - Address","Organization - Region of Address","Organization - State/county of Address","Organization - Owner","Organization - People"
"677","Lizard Tech Solutions","Fresh Data","0","0","Broker","","http://www.lizardtechsolutions.com","","5 Invicta Business Centre, Bredgar Rd., Gillingham ME8 6PG","Medway","England","Lasse Schriver Nielsen","1"
"678","MacColl Group","Fresh Data","0","0","Data Centre","","http://www.maccollmedia.com","","Harrem House, HP12 3DS High Wycombe, Buckinghamshire, United Kingdom","Buckinghamshire","England","Lasse Schriver Nielsen","1"
"679","Make Change International","Fresh Data","0","0","Broker","","http://www.makechangeinternational.com","","271 High Street, Berkhamsted, England, HP4 1AA","Hertfordshire","England","Lasse Schriver Nielsen","1"
"680","McCarthy's","Fresh Data","0","0","Data Centre","","http://www.mjmccarthy.co.uk","","The Storage Centre, LS7 2AH Leeds, West Yorkshire, United Kingdom","West Yorkshire","England","Lasse Schriver Nielsen","2"
"681","MDC","Fresh Data","0","0","Broker","","http://www.mdc-ltd.com","","Unit 1, Lambs Farm business Park, RG7 1PQ Swallowfield, Berkshire, United Kingdom","Berkshire","England","Lasse Schriver Nielsen","3"
"682","Mem-Star Distribution","Fresh Data","0","0","Data Centre","","http://www.mem-star.co.uk","","Unit 90, Rivermed Ind. Estate, Rivermead Drive, Westlea, SN5 7EX Swindon, England, United Kingdom","Swindon","England","Lasse Schriver Nielsen","3"
"683","MF Communications","Prospect","0","3","Broker","","http://www.mfcomm.co.uk","","30, Chapman Way, TN2 3EF Tunbridge Wells, Kent, United Kingdom","Kent","England","Lasse Schriver Nielsen","3"
"684","Micro-D Ltd.","Prospect","0","1","Broker","","http://www.microd.co.uk","","Unit 2 Cemetery Street, Manchester M24 6UP","Greater Manchester","England","Lasse Schriver Nielsen","1"
"685","MicroDream Limited","Fresh Data","0","0","ITAD","","https://www.microdream.co.uk","","12 Brixham Enterprise Estate, Brixham TQ5 9DF","Torbay","England","Lasse Schriver Nielsen","1"
"688","Mid-Blue International","Fresh Data","0","0","","","http://www.mid-blue.com","","Mid-Blue International Ltd., Hawley DA1 1PX","Kent","England","Lasse Schriver Nielsen","3"
"689","Mr Phone Streatham","Fresh Data","0","0","Broker","","http://www.mrphonerepair.co.uk","","113A Streatham High Road, London SW161HJ","Greater London","England","Lasse Schriver Nielsen","0"
"690","MRRS Empire Ltd.","Fresh Data","0","0","Broker","","http://www.mrrsempire.co.uk","","Unit 33, Capital Business Centre, 22 Carlton Road, South Croydon, London CR2 0BS","Greater London","England","Lasse Schriver Nielsen","1"
"691","ALS","Fresh Data","0","0","Broker","","http://www.alservices.org.uk","","Unit 45, Bizspace Business Park, Sigma Way, Redfern Road, Birmingham B11 2AL","West Midlands","England","Lasse Schriver Nielsen","1"
"692","Angem Limited","Fresh Data","0","0","Broker","","http://www.angem.uk","","95 Bowleaze Coveway, Weymouth DT3 6PW","Dorset","England","Lasse Schriver Nielsen","1"
"693","ASC Technology","Fresh Data","0","0","Broker","","http://www.gamingpc4u.co.uk","","Unit 6, Severnside Trading Estate, Textilose Road, Trafford Park M17 1WA","Greater Manchester","England","Lasse Schriver Nielsen","1"
"694","Bitz for All","Fresh Data","0","0","Broker","","http://www.ehutuk.com","","Trident Business Center, 89 Bickersteth Road, Tooting, London SW17 9SH","Greater London","England","Lasse Schriver Nielsen","1"
"695","CE Asset Management","Fresh Data","0","0","IT Service Provider","","http://www.ce-asset.co.uk","","Unit H3, Longford Trading Estate, Thomas Street, Stretford, Manchester M32 0JT","Greater Manchester","England","Lasse Schriver Nielsen","1"
"696","Clyde Computers Southern","Fresh Data","0","0","Broker","","http://www.clydecomputers.co.uk","","A1 Stephenson Road, Groundwell Ind. Estate, Swindon SN25 5AX","Swindon","England","Lasse Schriver Nielsen","1"
"698","Datanostics","Fresh Data","0","0","ITAD","","http://www.datanostics.co.uk","","61 Mosley St, M2 3HZ","Greater Manchester","England","Lasse Schriver Nielsen","0"
"699","DMH Trading","Fresh Data","0","0","Broker","","http://www.pc247.co.uk","","Unit 1 Quoin Estate, 73 Marlborough Road, Lancing BN15 8AD","West Sussex","England","Lasse Schriver Nielsen","1"
"700","E-Revive Limited","Fresh Data","0","0","Broker","","","","Phoenix House, Tayler lane, Denton, Manchester M34 3NR","Greater Manchester","England","Lasse Schriver Nielsen","0"
"701","Electro Reuse","Fresh Data","0","0","IT Service Provider","","http://www.electroreuse.com","","Unit 7, Carter Gate Works, Thornbury Road, Bradford BD3 8HE","West Yorkshire","England","Lasse Schriver Nielsen","1"
"702","ePlanent","Fresh Data","0","0","Broker","","http://www.eplanent.com","","46 Syon Lane, Isleworth, TW7 5NQ, United Kingdom","Greater London","England","Lasse Schriver Nielsen","1"
"703","Epos Distribution","Fresh Data","0","0","Broker","","","","21 Mill Road, Basingstoke RG24 9SN","Hampshire","England","Lasse Schriver Nielsen","0"
"704","Global Computer Broking","Fresh Data","0","0","IT Service Provider","","http://www.gcbuk.com","","Unit 4, Broadfield Close, Progress Way, Croydon, Surrey CR0 4XR","Greater London","England","Lasse Schriver Nielsen","2"
"705","NARMI PROPERTY","Fresh Data","0","0","Broker","","http://www.narmi-tech.com","","15 Hebble court, Thornhill Lees, Thornhill Lees, Dewsbury WF12 0AY","West Yorkshire","England","Lasse Schriver Nielsen","1"
"706","Nesa Tech","Fresh Data","0","2","Broker","","http://www.nesatech.co.uk","","Coggeshall Road, CO6 2JX Earl's Colne, Essex, United Kingdom","Essex","England","Lasse Schriver Nielsen","2"
"709","neu-comp","Fresh Data","0","0","Data Centre, Broker","","http://www.neucompco.com","","69 Old Broad St., London EC2M1QS","Greater London","England","Lasse Schriver Nielsen","1"
"710","New Way International","Fresh Data","0","0","IT Service Provider","","http://www.newwayinternational.co.uk","","New Way International Ltd., Pier Rd., Britannia House, Feltham TW14 0TW","Greater London","England","Lasse Schriver Nielsen","3"
"711","Newelltek","Fresh Data","0","0","ITAD","","","","Unit 9, Ryelands Business Park, Bagley Road, Wellington, Somerset TA21 9PZ","Somerset","England","Lasse Schriver Nielsen","0"
"712","NH Trading (NW)","Fresh Data","0","0","Broker","","http://www.nh-trading.co.uk","","Unit 174-176 Old Wellington Road, Manchester M30 9FU","Greater Manchester","England","Lasse Schriver Nielsen","0"
"713","NORTH LONDON TELECOM SYSTEMS","Prospect","0","1","Broker","","http://www.nlts.co.uk","","10B Duke Street, Bedford MK40 3HR","Bedford","England","Lasse Schriver Nielsen","2"
"714","Northern Technology Recycling","Fresh Data","0","0","ITAD","","http://www.ntgrecycling.com","","Charter Buildings, 9A Ashton Lane, Sale M33 6WT","Greater Manchester","England","Lasse Schriver Nielsen","0"
"715","Northwood Computer Services","Fresh Data","0","0","Broker","","http://www.northwoodcomputers.net","","Unit F (Sheriff House), WO Sheeran Industrial Estate, Nantwich Road, Middlewich, Cheshire CW10 0LH","Cheshire West and Chester","England","Lasse Schriver Nielsen","1"
"716","Fm Laptop Repairs","Fresh Data","0","0","IT Service Provider","","http://www.notebookrepair.co.uk","","Vernon Mill, 26A Mersey St., Stockport SK1 2HX","Greater Manchester","England","Lasse Schriver Nielsen","1"
"717","NRG Parts Limited","Fresh Data","0","0","Broker","","http://www.nrgparts.com","","Unit 1, The Rutherford Centre, Rutherford Rd, Basingstoke, Hampshire RG24 8PB","Hampshire","England","Lasse Schriver Nielsen","0"
"718","NSYS Group","Fresh Data","0","0","Broker","","https://nsysgroup.com/products/nsys-diagnostics/?utm_source=thebrokersite&utm_medium=social&utm_campaign=profile_info","","Innovation Centre, Maidstone Road, Chatham, ME5 9FD, UK, United Kingdom  Chatham, , United Kingdom","Medway","England","Lasse Schriver Nielsen","1"
"719","OCC Components","Fresh Data","0","0","ITAD","","http://www.occcomponents.com","","Unit 2 Trident Industrial Park, Bryn Cefni Industrial Est, Llangefni, Anglesey, LL77 7BB","Isle of Anglesey","Wales","Lasse Schriver Nielsen","1"
"720","OMICRON PARTS & SERVICES","Prospect","0","1","Broker","","http://www.omicronparts.co.uk","",",  MIDDLESEX, , United Kingdom","","","Lasse Schriver Nielsen","1"
"721","ONE CLICK CRAZY DEALS","Fresh Data","0","0","ITAD","","http://www.oneclickcrazydeals.com","","Unit 4, 54 Conduit Street, The Central Business Centre, LE2 0JN Leicester, Leicestershire, United Kingdom","Leicester","England","Lasse Schriver Nielsen","1"
"723","The pcwarehouse","Fresh Data","0","0","Broker","","http://www.pcwarehouseltd.co.uk","","246 Oldham Rd., Grotton, Saddleworth, Oldham OL4 5SE","Greater Manchester","England","Lasse Schriver Nielsen","1"
"724","PCS Wireless","Fresh Data","0","0","Broker","","http://www.PCSWW.com","","11 Vreeland Road, 07932 Florham Park, New Jersey, United States","Morris County","New Jersey","Lasse Schriver Nielsen","3"
"725","Phonesmart","No Requirement","0","0","Broker","","http://www.plunc.com","","First Floor, G38HB Glasgow, , United Kingdom","Glasgow City","Scotland","Lasse Schriver Nielsen","1"
"726","Plan B IT Solutions","Fresh Data","0","0","IT Service Provider","","http://www.planb-eu.com","","24 Mountainshire Dr, 01606 Worcester, Mas, United States","Worcester County","Massachusetts","Lasse Schriver Nielsen","1"
"727","Platinum Components","Prospect","0","2","Broker","","http://www.platinum-components.com","","Platinum Components Ltd, Holdenhurst Road, Boscombe, Bournemouth, UK","Bournemouth, Christchurch and Poole","England","Lasse Schriver Nielsen","2"
"729","Plexian International","Fresh Data","0","0","Broker","","http://www.plexian.com","","24 Green Street, Stevenage SG1 3DS","Hertfordshire","England","Lasse Schriver Nielsen","0"
"730","PLM Global","Prospect","0","3","ITAD","","http://www.plm-global.co.uk","","Unit 8 Morris Court, Private Road, NG4 2JN Colwick, Nottingham, United Kingdom","Nottinghamshire","England","Lasse Schriver Nielsen","3"
"732","Portable Components","Fresh Data","0","0","ITAD","","","","10 Bembridge Crescent, Portsmouth PO4 0QU","Portsmouth","England","Lasse Schriver Nielsen","0"
"733","Global Diagnostics","Fresh Data","0","0","Broker","","https://globaldiag.co.uk","","Mackets Lane, Liverpool L25 0LQ","Merseyside","England","Lasse Schriver Nielsen","0"
"734","Haletech UK","Fresh Data","0","0","IT Service Provider","","http://www.haletech.co.uk","","Unit 2-4 Miras Business Estate, WS12 2FS Lower Keys Hednesford, Cannock, United Kingdom","Staffordshire","England","Lasse Schriver Nielsen","0"
"735","Power IT World","Fresh Data","0","0","ITAD","","http://www.poweritworld.com","","Unit B, Pegasus Work, Roebuck Road, Hainault Business Park, London IG6 3UF","Greater London","England","Lasse Schriver Nielsen","2"
"737","Premier Technologies","Prospect","0","2","ITAD","","http://www.printermaintenanceuk.com","","Ashton Road, WN57XX Wigan, Greater Manchester, United Kingdom","Greater Manchester","England","Lasse Schriver Nielsen","2"
"739","Printer Maintenance","Customer","0","2","Broker","","http://www.printermaintenanceuk.com","","Cosgrove Business Park, Daisy Bank Lane, Anderton, CW96AA Northwich, Cheshire, , United Kingdom","Cheshire West and Chester","England","Lasse Schriver Nielsen","3"
"742","Proactive Distribution","Fresh Data","0","0","IT Service Provider","","http://www.proactivedistribution.co.uk","","156 Blackfriars Rd, SE1 8EN London, Georgia, United Kingdom","Greater London","England","Lasse Schriver Nielsen","2"
"744","PSI WEB TECH","Fresh Data","0","0","IT Service Provider","","http://www.psiwebtech.com","","Unit 2 Richmond House,Popham Close,, TW136JE London, Middlesex, United Kingdom","Greater London","England","Lasse Schriver Nielsen","2"
"745","PWC Recycling","Prospect","0","1","ITAD","","http://www.pwcrecycling.com","","113-115 Oyster Lane, Byfleet, Surrey KT14 7JZ","Surrey","England","Lasse Schriver Nielsen","1"
"747","RAPIDSOURCE IT","Fresh Data","0","0","IT Service Provider","","http://www.rapidsource.co.uk","","1 West Place, West Road, CM20 2GY Harlow, Essex, United Kingdom","Essex","England","Lasse Schriver Nielsen","1"
"748","RDUK (Resource Development UK)","Prospect","0","2","ITAD","","https://www.rduk.co.uk","","G2 Knights Park Industrial Estate, ME2 2LS Strood, Kent, United Kingdom","Medway","England","Lasse Schriver Nielsen","4"
"749","Re-Certify","Prospect","0","2","ITAD","","http://www.re-certify.co.uk","","Unit 1, 32-34 Bury Mead Road - Hitchin - Hertfordshire - SG5 1RT","Hertfordshire","England","Lasse Schriver Nielsen","2"
"752","Recommerce IT","Prospect","0","3","ITAD","","http://www.recommerceit.co.uk","","Unit G Lyon Ind Est, Atlantic Street, WA14 5DH Manchester, , United Kingdom","Rhône","Auvergne-Rhône-Alpes","Lasse Schriver Nielsen","2"
"753","Reconome","Prospect","0","3","Broker","","http://www.recono.me","","Arch 255 Joseph Ray Rd, Bushwood, London E11 4RA, E11 4RA London, England, United Kingdom","Greater London","England","Lasse Schriver Nielsen","7"
"754","RecTech","Prospect","0","1","Broker","","http://www.rectech.co.uk","","9 Riley Park, Kirkburton, Huddersfield HD8 0SA","West Yorkshire","England","Lasse Schriver Nielsen","1"
"757","Certara","Customer","0","0","","","","","","","","Daniel Ainsworth","2"
"758","Relltek","Prospect","0","2","Broker","","http://www.relltek.com","","2 Leman Street,  London, England, United Kingdom","Greater London","England","Lasse Schriver Nielsen","4"
"759","Root Communication Limited","Hot lead","1","2","ITAD","","http://www.rootcommunication.co.uk","","Unit G19C, Hartford House, Weston Street, Bolton BL3 2AW","Greater Manchester","England","Lasse Schriver Nielsen","1"
"760","RP-Resale","Fresh Data","0","0","Broker","","","","18 Davey Close, Colchester, Essex CO1 2XL","Essex","England","Lasse Schriver Nielsen","1"
"761","Scottish Data Systems","Fresh Data","0","0","IT Service Provider","","http://www.sdsspares.com","",",  NEWTON STEWART, , United Kingdom","Dumfries and Galloway","Scotland","Lasse Schriver Nielsen","1"
"762","SEAMLESS IT","Fresh Data","0","0","ITAD, IT Service Provider","","http://www.seamlessit.com","","Ram Mill, Chadderton, Oldham OL9 9RH","Greater Manchester","England","Lasse Schriver Nielsen","3"
"764","SecondLife","Prospect","0","1","ITAD","","http://www.secondlifeltd.co.uk","","71-75 Shelton Street, Covent Garden, London WC2H 9JQ","Greater London","England","Lasse Schriver Nielsen","1"
"765","Secure Disk Technologies","Fresh Data","0","0","Broker","","http://securedisktech.co.uk","","98 Lilac Grove Near High Way, MOT Garage, Beeston, Nottingham NG9 1PG","Nottinghamshire","England","Lasse Schriver Nielsen","1"
"766","ServerFi","Prospect","0","3","Broker","","http://www.serverfi.co.uk","","The Mill Heathrow, Horton Road, TW19 6BJ Stanwell Moor, Staines Upon Thames, United Kingdom","Surrey","England","Lasse Schriver Nielsen","3"
"767","Server Source","Prospect","0","1","Broker","","http://www.serversource.co.uk","","Unit 6B Sallow Road, NN17 5JX Corby, Northamptonshire,, United Kingdom","Northamptonshire","England","Lasse Schriver Nielsen","1"
"769","SHB Solutions Ltd.","Fresh Data","0","0","Broker","","http://www.shbsolutions.co.uk","","1 Ascot Road, Watford, London WD18 8AL","Hertfordshire","England","Lasse Schriver Nielsen","0"
"770","Silent Computing","Prospect","0","1","Broker","","http://www.silentcomputing.co.uk","","Silent House, Baltimore Rd., Great Barr, Birmingham B42 1DD","West Midlands","England","Lasse Schriver Nielsen","1"
"771","Sims Lifecycle Services","Fresh Data","0","0","ITAD","","http://www.simslifecycle.com","","1600 Harvester Rd, 60185 West Chicago, Illinois, United States","DuPage County","Illinois","Lasse Schriver Nielsen","4"
"772","SM Global Traders","Prospect","0","1","Broker","","","","169 Radcliffe Road, Bolton BL2 1NZ","Greater Manchester","England","Lasse Schriver Nielsen","1"
"773","Smart Tech Recycling","Prospect","0","1","ITAD","","http://www.smarttechrecycling.co.uk","","Unit 7, Nassau Mill Industrial Estate, Eccles, Manchester M30 0GF","Greater Manchester","England","Lasse Schriver Nielsen","1"
"774","SmartChannel","Prospect","0","1","Broker","","http://www.smartchannelltd.com","","1st Floor, 5 Century Court, Tolpits Lane, Watford WD18 9PX","Hertfordshire","England","Lasse Schriver Nielsen","1"
"775","SNStockSolutions","Prospect","0","1","Broker","","http://www.snstocksolutions.co.uk","","1 LakeSide, so51 6al Romsey, Hampshire, United Kingdom","Hampshire","England","Lasse Schriver Nielsen","1"
"777","Stone Group A Converge Company","Prospect","1","1","ITAD","","http://www.stonegroup.co.uk","","Granite One Hundred, ST18 9AA Stafford, Staffordshire, United Kingdom","Staffordshire","England","Lasse Schriver Nielsen","5"
"778","T & J ASSOCIATES","Warm lead","0","1","ITAD","","http://www.tjituk.com","","Unit 2, St. Clements Centre, 11 St. Clements Road, Birmingham B7 5AF","West Midlands","England","Lasse Schriver Nielsen","2"
